,Authors,Title,Source title,Year,Affiliations,Authors with affiliations,Author Keywords
10,Liu F.; Guo X.; Liu T.; Xu X.; Li N.; Zhu H.; Yang Z.;,Evaluation of Pan-SSTRs Targeted Radioligand [64Cu]NOTA-PA1 Using Micro-PET Imaging in Xenografted Mice,ACS Medicinal Chemistry Letters,2020,"Department of Nuclear Medicine, Ruijin Hospital, Shanghai Jiao Tong University, School of Medicine, Shanghai, 200025, China; Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China; Department of Cancer Systems Imaging, University of Texas, MD Anderson Cancer Center, Houston, 77030, TX, United States","Liu F., Department of Nuclear Medicine, Ruijin Hospital, Shanghai Jiao Tong University, School of Medicine, Shanghai, 200025, China, Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China; Guo X., Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China; Liu T., Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China; Xu X., Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China; Li N., Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China; Zhu H., Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China; Yang Z., Key Laboratory of Carcinogenesis and Translational Research, Ministry of Education/Beijing, Department of Nuclear Medicine, Peking University Cancer Hospital and Institute, Beijing, 100142, China;",molecular imaging; positron emission tomography imaging; Somatostatin analogues; [<sup>64</sup>Cu]NOTA-PA1
11,Chen M.; Zhang Q.; Zhang C.; Hua Zhou Y.; Zhao X.; Fu Y.; Gao J.; Zhang B.; Wang F.; Qiu X.; Guo H.;,Comparison of 68Ga-prostate-specific membrane antigen (PSMA) positron emission tomography/computed tomography (PET/CT) and multi-parametric magnetic resonance imaging (MRI) in the evaluation of tumor extension of primary prostate cancer,Translational Andrology and Urology,2020,"Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China; Departments of Experimental Medicine and Infectious Diseases, Nanjing Drum Tower Hospital, Nanjing University Medical School, Nanjing, 210008, China; Department of Pathology, Drum Tower Hospital, Medical School of Nanjing University, Nanjing, 210008, China; Department of Radiology, Drum Tower Hospital, Medical School of Nanjing University, Nanjing, 210008, China; Department of Nuclear Medicine, Nanjing First Hospital, Nanjing Medical University, Nanjing, 210006, China","Chen M., Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China; Zhang Q., Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China; Zhang C., Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China; Hua Zhou Y., Departments of Experimental Medicine and Infectious Diseases, Nanjing Drum Tower Hospital, Nanjing University Medical School, Nanjing, 210008, China; Zhao X., Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China; Fu Y., Department of Pathology, Drum Tower Hospital, Medical School of Nanjing University, Nanjing, 210008, China; Gao J., Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China; Zhang B., Department of Radiology, Drum Tower Hospital, Medical School of Nanjing University, Nanjing, 210008, China; Wang F., Department of Nuclear Medicine, Nanjing First Hospital, Nanjing Medical University, Nanjing, 210006, China; Qiu X., Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China; Guo H., Department of Urology, Drum Tower Hospital, Medical School of Nanjing University, Institute of Urology, Nanjing University, Nanjing, 210008, China;",<sup>68</sup>Ga-prostate-specific membrane antigen positron emission tomography/computed tomography (<sup>68</sup>Ga-PSMA PET/CT); Extracapsular extension (ECE); Multi-parametric magnetic resonance imaging (mpMRI); Prostate cancer; Seminal vesicle invasion (SVI)
12,Shen L.-F.; Zhou S.-H.; Yu Q.;,Predicting response to radiotherapy in tumors with PET/CT: When and how?,Translational Cancer Research,2020,"Department of Otolaryngology, Zhejiang University, First Affiliated Hospital, Hangzhou, 310003, China","Shen L.-F., Department of Otolaryngology, Zhejiang University, First Affiliated Hospital, Hangzhou, 310003, China; Zhou S.-H., Department of Otolaryngology, Zhejiang University, First Affiliated Hospital, Hangzhou, 310003, China; Yu Q., Department of Otolaryngology, Zhejiang University, First Affiliated Hospital, Hangzhou, 310003, China;",Optimal cut-offs; Pet/ct parameters; Positron emission tomography-computed tomography (pet/ct); Radiosensitivity; Textural features
13,Wang W.-X.; Cheng Z.-T.; Zhu J.-L.; Xing M.-Y.; Zheng C.-F.; Wang S.-J.; Xie N.-N.; XianYu Z.-Q.; Song J.-X.;,Combined clinical parameters improve the diagnostic efficacy of 18F-FDG PET/CT in patients with fever of unknown origin (FUO) and inflammation of unknown origin (IUO): A prospective study in China,International Journal of Infectious Diseases,2020,"Department of Infectious Diseases, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Department of Nuclear Medicine, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Department of Infectious Diseases, Renmin Hospital of Wuhan University, 238 Jiefang Road, Wuhan, 430030, China","Wang W.-X., Department of Infectious Diseases, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Cheng Z.-T., Department of Nuclear Medicine, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Zhu J.-L., Department of Infectious Diseases, Renmin Hospital of Wuhan University, 238 Jiefang Road, Wuhan, 430030, China; Xing M.-Y., Department of Infectious Diseases, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Zheng C.-F., Department of Infectious Diseases, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Wang S.-J., Department of Infectious Diseases, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Xie N.-N., Department of Infectious Diseases, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; XianYu Z.-Q., Department of Nuclear Medicine, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China; Song J.-X., Department of Infectious Diseases, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, 1095 Jiefang Avenue, Wuhan, 430030, China;", <sup>18</sup>F-fluorodeoxyglucose positron emission tomography/computed tomography (<sup>18</sup>F-FDG PET/CT); Clinical parameters; Diagnostic efficacy; Fever of unknown origin (FUO); Inflammation of unknown origin (IUO)
14,Ma J.; Yang X.; Wang Y.; Wang B.;,Electronic-level insight into the weak interactions of ion pairs in acetate anion-based ionic liquids,Journal of Molecular Liquids,2020,"Key Laboratory for Green Chemical Technology, Ministry of Education, R&D Center for Petrochemical Technology, Tianjin University, Tianjin, 300072, China; Collaborative Innovation Center of Chemical Science and Engineering, Tianjin University, Tianjin, 300072, China","Ma J., Key Laboratory for Green Chemical Technology, Ministry of Education, R&D Center for Petrochemical Technology, Tianjin University, Tianjin, 300072, China, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin University, Tianjin, 300072, China; Yang X., Key Laboratory for Green Chemical Technology, Ministry of Education, R&D Center for Petrochemical Technology, Tianjin University, Tianjin, 300072, China, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin University, Tianjin, 300072, China; Wang Y., Key Laboratory for Green Chemical Technology, Ministry of Education, R&D Center for Petrochemical Technology, Tianjin University, Tianjin, 300072, China, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin University, Tianjin, 300072, China; Wang B., Key Laboratory for Green Chemical Technology, Ministry of Education, R&D Center for Petrochemical Technology, Tianjin University, Tianjin, 300072, China, Collaborative Innovation Center of Chemical Science and Engineering, Tianjin University, Tianjin, 300072, China;",Acetate anion; Density functional theory; Hydrogen bond; Ionic liquids; Weak interactions
15,Li Y.; Liang Y.; Yang P.; Xu Y.; Zhang N.; Zhu Y.; Zhu X.; Yan J.; Ju S.;,        18F-FDG uptake velocity but not uptake level is associated with progression of carotid plaque,European Radiology,2020,"Department of Radiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Department of Cardiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Department of Radiology, Zhongda Affiliated Hospital of Southeast University, Nanjing, China; Department of Central Laboratory, The Fourth Affiliated Hospital of Jiangsu University, Zhenjiang, China","Li Y., Department of Radiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China, Department of Cardiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China, Department of Radiology, Zhongda Affiliated Hospital of Southeast University, Nanjing, China; Liang Y., Department of Cardiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Yang P., Department of Cardiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Xu Y., Department of Radiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Zhang N., Department of Radiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Zhu Y., Department of Radiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Zhu X., Department of Central Laboratory, The Fourth Affiliated Hospital of Jiangsu University, Zhenjiang, China; Yan J., Department of Cardiology, Affiliated Hospital of Jiangsu University, Zhenjiang, China; Ju S., Department of Radiology, Zhongda Affiliated Hospital of Southeast University, Nanjing, China;",Atherosclerosis; Fluorodeoxyglucose F18; Inflammation; Positron emission tomography
16,Wu S.; Wang Y.; Li J.; Zhang N.; Mo M.; Shao Z.; Cheng J.; Liu G.;,Subtype-Guided 18F-FDG PET/CT in Tailoring Axillary Surgery Among Patients with Node-Positive Breast Cancer Treated with Neoadjuvant Chemotherapy: A Feasibility Study,Oncologist,2020,"Department of Breast Surgery, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Department of Nuclear Medicine, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Clinical Statistics Center, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Department of Radiation Oncology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Division of Breast Surgical Oncology, Department of Surgery, University of Texas Medical Branch, Galveston, TX, United States; Division of Hematology and Oncology, Northwestern University, Chicago, IL, United States; Department of Nuclear Medicine, Centre Georges-François Leclerc, University Hospital of Dijon, Dijon, France","Wu S., Department of Breast Surgery, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Wang Y., Department of Radiation Oncology, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China; Li J., Department of Breast Surgery, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Zhang N., Department of Breast Surgery, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Mo M., Clinical Statistics Center, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Shao Z., Department of Breast Surgery, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Cheng J., Department of Nuclear Medicine, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China; Liu G., Department of Breast Surgery, Key Laboratory of Breast Cancer in Shanghai, Fudan University Shanghai Cancer Center, Department of Oncology, Shanghai Medical College, Fudan University, Shanghai, China;",         <sup>18</sup>[F]-fluorodeoxyglucose positron emission tomography/computed tomography; Axillary surgery; Neoadjuvant chemotherapy; Response; Subtype-guided
17,Xia H.; Chen J.; Gao H.; Shi M.; Xie T.; Hui K.M.;,Hypoxia-induced modulation of glucose transporter expression impacts 18F-fluorodeoxyglucose PET-CT imaging in hepatocellular carcinoma,European Journal of Nuclear Medicine and Molecular Imaging,2020,"Department of Pathology, School of Basic Medical Sciences & Sir Run Run Hospital & State Key Laboratory of Reproductive Medicine & Key Laboratory of Antibody Technique of National Health Commission, Nanjing Medical University, Nanjing, 211166, China; Laboratory of Cancer Genomics, National University of Cancer Centre, 11 Hospital Drive, Singapore, 169610, Singapore; Holistic Integrative Pharmacy Institutes, School of Medicine & Key Laboratory of Elemene Anti-cancer Medicine of Zhejiang Province & Engineering Laboratory of Development and Application of Traditional Chinese Medicine from Zhejiang Province, Hangzhou Normal University, Hangzhou, 311100, China; Shandong Provincial Hospital Affiliated to Shandong University, Jinan, 250021, China; Department of Hepatobiliary Oncology, Cancer Center, Sun Yat-sen University, Guangzhou, 510060, China; Institute of Molecular and Cell Biology, A*STAR, Singapore, 138673, Singapore; Department of Biochemistry, Yong Loo Lin School of Medicine, National University Singapore, Singapore, 119077, Singapore; Cancer and Stem Cell Biology Program, Duke-NUS Medical School, Singapore, 169857, Singapore","Xia H., Department of Pathology, School of Basic Medical Sciences & Sir Run Run Hospital & State Key Laboratory of Reproductive Medicine & Key Laboratory of Antibody Technique of National Health Commission, Nanjing Medical University, Nanjing, 211166, China, Laboratory of Cancer Genomics, National University of Cancer Centre, 11 Hospital Drive, Singapore, 169610, Singapore; Chen J., Holistic Integrative Pharmacy Institutes, School of Medicine & Key Laboratory of Elemene Anti-cancer Medicine of Zhejiang Province & Engineering Laboratory of Development and Application of Traditional Chinese Medicine from Zhejiang Province, Hangzhou Normal University, Hangzhou, 311100, China; Gao H., Shandong Provincial Hospital Affiliated to Shandong University, Jinan, 250021, China; Shi M., Department of Hepatobiliary Oncology, Cancer Center, Sun Yat-sen University, Guangzhou, 510060, China; Xie T., Holistic Integrative Pharmacy Institutes, School of Medicine & Key Laboratory of Elemene Anti-cancer Medicine of Zhejiang Province & Engineering Laboratory of Development and Application of Traditional Chinese Medicine from Zhejiang Province, Hangzhou Normal University, Hangzhou, 311100, China; Hui K.M., Department of Pathology, School of Basic Medical Sciences & Sir Run Run Hospital & State Key Laboratory of Reproductive Medicine & Key Laboratory of Antibody Technique of National Health Commission, Nanjing Medical University, Nanjing, 211166, China, Laboratory of Cancer Genomics, National University of Cancer Centre, 11 Hospital Drive, Singapore, 169610, Singapore, Holistic Integrative Pharmacy Institutes, School of Medicine & Key Laboratory of Elemene Anti-cancer Medicine of Zhejiang Province & Engineering Laboratory of Development and Application of Traditional Chinese Medicine from Zhejiang Province, Hangzhou Normal University, Hangzhou, 311100, China, Institute of Molecular and Cell Biology, A*STAR, Singapore, 138673, Singapore, Department of Biochemistry, Yong Loo Lin School of Medicine, National University Singapore, Singapore, 119077, Singapore, Cancer and Stem Cell Biology Program, Duke-NUS Medical School, Singapore, 169857, Singapore;",         <sup>18</sup>F-fluorodeoxyglucose positron emission tomography-computed tomography; Glucose transporter; Hepatocellular carcinoma; Hypoxia; Standard uptake value
18,Qi C.; Chen Q.;,Flocculation-dewatering prediction of fine mineral tailings using a hybrid machine learning approach,Chemosphere,2020,"School of Resources and Safety Engineering, Central South University, Changsha, 410083, China; School of Civil, Environmental and Mining Engineering, University of Western Australia, Perth, 6009, Australia; University of Transport Technology, Hanoi, 100000, Viet Nam; Institute of Research and Development, Duy Tan University, Da Nang, 550000, Viet Nam; Faculty of Engineering, Vietnam National University of Agriculture, Gia Lam, Hanoi, 100000, Viet Nam","Qi C., School of Resources and Safety Engineering, Central South University, Changsha, 410083, China, School of Civil, Environmental and Mining Engineering, University of Western Australia, Perth, 6009, Australia; Chen Q., School of Resources and Safety Engineering, Central South University, Changsha, 410083, China;",Flocculation and dewatering; Mineral processing tailings; Monte Carlo simulations; Polymer; Principal component analysis; PSO and ANFIS
19,Du Y.; Sui J.;,Editorial: Identifying Neuroimaging-Based Markers for Distinguishing Brain Disorders,Frontiers in Neuroscience,2020,"School of Computer and Information Technology, Shanxi University, Taiyuan, China; Tri-Institutional Center for Translational Research in Neuroimaging and, Data Science (TReNDS), Georgia State University, Atlanta, GA, United States; Chinese Academy of Sciences (CAS, ) Centre for Excellence in Brain Science and Intelligence Technology, University of Chinese Academy of Sciences, Beijing, China; Institute of Automation, Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China","Du Y., School of Computer and Information Technology, Shanxi University, Taiyuan, China, Tri-Institutional Center for Translational Research in Neuroimaging and, Data Science (TReNDS), Georgia State University, Atlanta, GA, United States; Sui J., Tri-Institutional Center for Translational Research in Neuroimaging and, Data Science (TReNDS), Georgia State University, Atlanta, GA, United States, Chinese Academy of Sciences (CAS, ) Centre for Excellence in Brain Science and Intelligence Technology, University of Chinese Academy of Sciences, Beijing, China, Institute of Automation, Chinese Academy of Sciences, University of Chinese Academy of Sciences, Beijing, China;",biomarkers; brain connectivity/network; diffusion tensor image (DTI); electroencephalography (EEG); magnetic resonance imaging (MRI); positron emission tomography (PET)
20,Zhu X.; Jia X.;,Removal of Chromium (III) from Monoammonium Phosphate Solutions by a Porous Adsorbent of Fluor(calcium silicate) Composites,"Journal Wuhan University of Technology, Materials Science Edition",2020,"College of Civil Aviation Safety Engineering, Civil Aviation Flight University of China, Guanghan, 618307, China","Zhu X., College of Civil Aviation Safety Engineering, Civil Aviation Flight University of China, Guanghan, 618307, China; Jia X., College of Civil Aviation Safety Engineering, Civil Aviation Flight University of China, Guanghan, 618307, China;",chromium (III); fluor(calcium silicate) composites; monoammonium phosphate solutions; monte carlo simulations; removal
21,Xing Z.-Z.;,Flavor structures of charged fermions and massive neutrinos,Physics Reports,2020,"Institute of High Energy Physics, Chinese Academy of Sciences, Beijing, 100049, China; School of Physical Sciences, University of Chinese Academy of Sciences, Beijing, 100049, China; Center of High Energy Physics, Peking University, Beijing, 100871, China","Xing Z.-Z., Institute of High Energy Physics, Chinese Academy of Sciences, Beijing, 100049, China, School of Physical Sciences, University of Chinese Academy of Sciences, Beijing, 100049, China, Center of High Energy Physics, Peking University, Beijing, 100871, China;",CP violation; Fermion mass; Flavor mixing; Flavor symmetry; Lepton; Lepton number violation; Neutrino oscillation; Quark; Sterile neutrino; Yukawa texture
22, Hua Y.; Xi D.; Xie Q.;,"Design, evaluation and initial imaging results of a PET insert based on strip-line readout for simultaneous PET/MRI","Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",2020,"Department of Radiology, University of Chicago, Chicago, 60637, IL, United States; Biomedical Engineering Department, Huazhong University of Science and Technology, Wuhan, China; Department of Bio-Industrial Mechatronics Engineering, National Taiwan University, Taipei, Taiwan"," Hua Y., Biomedical Engineering Department, Huazhong University of Science and Technology, Wuhan, China; Xi D., Biomedical Engineering Department, Huazhong University of Science and Technology, Wuhan, China; Xie Q., Biomedical Engineering Department, Huazhong University of Science and Technology, Wuhan, China;",Magnetic Resonance Imaging; Positron Emission Tomography; Sampling; Strip-line readout
